,cow_id,bull_id
608,NL00000014147,GB00000002348
609,RU00000014162,US00000000795
610,US00000014163,US00000002804
611,GB00000014166,US00000000795
612,FR00000014176,US00000002804
613,FR00000014199,US00000003013
614,DE00000014213,US00000000795
615,DE00000014220,DE00000001742
616,RU00000014235,US00000002804
617,US00000014239,US00000000795
618,RU00000014244,US00000003013
619,RU00000014252,US00000002804
620,NL00000014305,US00000000795
621,GB00000014307,GB00000002348
622,NL00000014309,DE00000001742
623,GB00000014310,DE00000001742
624,NL00000014311,US00000003013
625,US00000014314,US00000003013
626,GB00000014317,US00000000795
627,FR00000014377,GB00000002348
628,DE00000014381,US00000000795
629,NL00000014384,DE00000001742
630,US00000014505,US00000003013
631,DE00000014506,US00000000795
632,FR00000014515,US00000003507
633,FR00000014568,FR00000002912
634,NL00000014587,DE00000001742
635,GB00000014591,DE00000001742
636,DE00000014613,US00000000795
637,NL00000014615,US00000003013
638,DE00000014616,US00000000795
639,FR00000014617,US00000003507
640,US00000014861,US00000002804
641,RU00000014901,US00000003507
642,GB00000014907,US00000000795
643,RU00000014913,US00000003507
644,FR00000014922,US00000002804
645,FR00000014926,GB00000002348
646,US00000014927,US00000003459
647,RU00000014931,US00000003013
648,NL00000014994,US00000002804
649,NL00000014998,US00000003459
650,GB00000015033,US00000000795
651,DE00000015041,US00000003507
652,GB00000015047,GB00000002348
653,US00000010967,US00000000795
654,GB00000010969,US00000003507
655,US00000010989,US00000002804
656,US00000010998,US00000000795
657,RU00000011049,US00000003459
658,NL00000011062,US00000003459
659,FR00000011077,GB00000002348
660,NL00000011104,GB00000002348
661,FR00000011105,US00000003013
662,GB00000011106,US00000000795
663,NL00000011265,US00000003507
664,RU00000011272,US00000000795
665,NL00000011276,GB00000002348
666,GB00000011287,US00000003507
667,FR00000011307,US00000002804
668,US00000018576,DE00000001742
669,NL00000018577,US00000003459
670,NL00000018585,US00000002804
671,US00000018592,US00000003013
672,US00000018600,DE00000001742
673,RU00000018620,US00000003013
674,DE00000018664,US00000000795
675,US00000018665,US00000000795
676,FR00000018677,US00000000795
677,US00000018678,US00000003507
678,RU00000018679,US00000002804
679,NL00000018767,GB00000002348
680,GB00000018776,US00000000795
681,US00000018778,US00000003507
682,GB00000018794,US00000003507
683,DE00000018795,US00000003507
684,GB00000018865,US00000003013
685,GB00000018871,US00000003507
686,GB00000018902,US00000003507
687,GB00000018933,US00000000795
688,RU00000018937,US00000003459
689,DE00000018938,US00000003507
690,NL00000018940,DE00000001742
691,FR00000018958,DE00000001742
692,US00000018961,GB00000002348
693,NL00000018967,GB00000002348
694,RU00000018970,US00000003459
695,FR00000018973,GB00000002348
696,FR00000018975,DE00000001742
697,DE00000018977,US00000003507
698,FR00000019014,US00000003013
699,US00000019028,DE00000001742
700,GB00000019138,DE00000001742
701,FR00000019139,US00000000795
702,DE00000019160,US00000002804
703,RU00000019206,US00000003459
704,FR00000016455,GB00000002585
705,DE00000016492,US00000003013
706,GB00000016529,US00000000795
707,RU00000016536,US00000002804
708,FR00000016552,US00000000795
709,GB00000016565,US00000000795
710,FR00000016593,US00000003507
711,FR00000016594,FR00000002912
712,NL00000015056,US00000002804
713,RU00000015057,US00000003507
714,GB00000015059,US00000000795
715,US00000015073,US00000003013
716,US00000015085,US00000003013
717,NL00000015093,US00000003013
718,GB00000015133,DE00000001742
719,DE00000015169,GB00000002348
720,US00000015196,DE00000001742
721,FR00000015204,DE00000001742
722,NL00000015222,US00000003013
723,US00000015230,US00000003013
724,DE00000016610,GB00000002348
725,US00000016616,US00000000795
726,US00000016660,GB00000002348
727,US00000016679,US00000003013
728,GB00000016713,US00000000795
729,GB00000016728,US00000003507
730,FR00000016741,US00000000795
731,DE00000019213,US00000003013
732,US00000019249,DE00000001742
733,GB00000019250,US00000003507
734,FR00000019291,US00000002804
735,RU00000019302,DE00000001742
736,RU00000019321,US00000003507
737,DE00000019345,US00000003013
738,NL00000019433,US00000003013
739,NL00000019439,US00000000795
740,FR00000016774,DE00000001742
741,GB00000016800,US00000000795
742,DE00000016814,DE00000001742
743,US00000015244,US00000003507
744,FR00000015276,DE00000001742
745,RU00000015280,US00000000795
746,GB00000015327,US00000003507
747,NL00000015328,US00000003459
748,GB00000015329,US00000003507
749,RU00000015330,US00000003013
750,NL00000015333,US00000003013
751,FR00000015334,US00000000795
752,DE00000015335,US00000003507
753,NL00000015338,US00000000795
754,RU00000015339,US00000002804
755,US00000015340,DE00000001742
756,FR00000015341,US00000003507
757,FR00000015343,DE00000001742
758,DE00000015344,GB00000002348
759,RU00000015345,US00000000795
760,NL00000015346,GB00000002348
761,US00000015348,US00000003507
762,GB00000015350,US00000000795
763,GB00000015351,US00000003013
764,FR00000015352,GB00000002348
765,US00000015353,US00000003013
766,NL00000015354,US00000000795
767,DE00000015356,US00000000795
768,GB00000015357,US00000000795
769,GB00000015358,US00000003013
770,US00000015360,US00000003507
771,FR00000015361,US00000003013
772,RU00000015362,US00000003459
773,NL00000015369,US00000003507
774,DE00000015370,DE00000001742
775,DE00000015383,GB00000002585
776,RU00000015384,US00000003507
777,NL00000015411,US00000003507
778,FR00000015414,US00000000795
779,FR00000015417,US00000003507
780,DE00000015419,US00000003507
781,US00000015420,US00000000795
782,NL00000015421,DE00000001742
783,DE00000015423,US00000003507
784,NL00000015425,US00000003013
785,NL00000015428,US00000003013
786,RU00000015429,US00000003013
787,RU00000015430,US00000003507
788,RU00000015431,DE00000001742
789,FR00000015432,US00000003507
790,US00000015434,US00000000795
791,DE00000015436,US00000000795
792,US00000015437,US00000003013
793,GB00000015438,US00000003459
794,GB00000015439,US00000003507
795,US00000015441,US00000003013
796,RU00000015442,DE00000001742
797,US00000015445,US00000000795
798,DE00000016855,DE00000001742
799,FR00000016867,US00000003507
800,DE00000016868,US00000003013
801,FR00000016869,US00000000795
802,FR00000016961,DE00000001742
803,RU00000016999,GB00000002585
804,GB00000017031,US00000002804
805,GB00000017034,DE00000001742
806,NL00000017055,DE00000001742
807,DE00000017068,US00000003507
808,US00000017071,US00000003507
809,US00000017083,US00000000795
810,GB00000017088,FR00000002912
811,RU00000017099,US00000003013
812,NL00000017100,DE00000001742
813,DE00000017136,US00000003507
814,FR00000017137,DE00000001742
815,DE00000017154,GB00000002348
816,DE00000019560,GB00000002348
817,US00000019575,US00000000795
818,GB00000019607,US00000003507
819,DE00000019644,FR00000002912
820,US00000019655,US00000003507
821,FR00000019660,US00000003507
822,FR00000015446,US00000003013
823,DE00000015447,US00000003507
824,NL00000015448,US00000002804
825,NL00000015449,GB00000002348
826,GB00000015450,US00000003507
827,DE00000015451,US00000003507
828,RU00000015452,US00000003013
829,DE00000015453,DE00000001742
830,DE00000015455,US00000000795
831,NL00000015456,DE00000001742
832,NL00000015457,US00000000795
833,DE00000015458,US00000003013
834,US00000015459,US00000001653
835,DE00000015460,US00000000795
836,GB00000015473,GB00000002348
837,US00000015474,US00000000795
838,RU00000015475,US00000003013
839,DE00000015476,US00000003507
840,GB00000015478,US00000003013
841,RU00000015480,US00000000795
842,FR00000015511,GB00000002348
843,GB00000015588,US00000003459
844,NL00000015594,US00000000795
845,GB00000015644,US00000003013
846,FR00000015651,US00000003013
847,US00000015703,DE00000001742
848,NL00000015717,US00000003507
849,DE00000017167,US00000000795
850,NL00000017170,GB00000002348
851,NL00000017195,US00000003013
852,FR00000017197,DE00000001742
853,DE00000017231,US00000002804
854,US00000017241,DE00000001742
855,FR00000017264,US00000002804
856,GB00000017271,DE00000001742
857,GB00000017272,US00000000795
858,NL00000017273,US00000000795
859,GB00000017280,US00000003013
860,US00000017304,US00000000795
861,NL00000017315,US00000003507
862,DE00000017348,US00000000795
863,DE00000017349,US00000000795
864,GB00000017353,GB00000002348
865,NL00000017381,US00000003013
866,DE00000017384,US00000001653
867,GB00000017385,GB00000002348
868,FR00000017392,DE00000001742
869,DE00000017415,US00000003507
870,NL00000017431,GB00000002348
871,NL00000017435,DE00000001742
872,FR00000017461,US00000003013
873,FR00000017498,US00000002804
874,US00000017503,US00000003013
875,DE00000017505,US00000003507
876,RU00000017506,FR00000002912
877,US00000017561,GB00000002348
878,FR00000017587,US00000003013
879,FR00000017592,US00000003507
880,FR00000015739,US00000003459
881,NL00000015750,US00000003013
882,GB00000015755,DE00000001742
883,RU00000015788,US00000003507
884,RU00000015791,US00000003507
885,DE00000015796,US00000003507
886,GB00000015800,US00000000795
887,DE00000015810,GB00000002585
888,US00000015815,US00000003507
889,NL00000015827,US00000003013
890,GB00000015855,US00000003507
891,FR00000015868,DE00000001742
892,DE00000015880,US00000002804
893,NL00000015884,US00000003507
894,NL00000015885,US00000003507
895,RU00000015887,DE00000001742
896,GB00000015888,DE00000001742
897,FR00000015889,US00000003013
898,GB00000015891,US00000003013
899,DE00000017711,GB00000002348
900,FR00000019721,US00000003013
901,FR00000019722,DE00000001742
902,GB00000019723,GB00000002585
903,FR00000019737,US00000003459
904,DE00000019863,US00000002804
905,RU00000019869,US00000003013
906,NL00000019898,US00000002804
907,NL00000019929,US00000003507
908,FR00000019935,US00000003507
909,NL00000019940,US00000000795
910,RU00000019955,US00000002804
911,DE00000019966,US00000000795
912,RU00000020007,DE00000001742
913,RU00000017758,US00000002804
914,GB00000017765,US00000003507
915,DE00000017791,US00000003507
916,US00000017831,GB00000002348
917,FR00000017849,US00000003507
918,NL00000017851,US00000002804
919,US00000015945,US00000003507
920,RU00000016033,US00000003507
921,FR00000016037,US00000000795
